Lambeth Invoices Over Specified Nett Amount,,,,,
,,,,,
Report Date:† 02/07/2012† 16:59:18,,,,,
,,,,,
Parameters: ,,,,,
Invoice Approval Date From:† 01-JUN-2012,,,,,
Invoice Approval Date To:††††† 30-JUN-2012,,,,,
Invoice Threshold Nett Amt:†† 500,,,,,
,,,,,
Body,Department,Supplier Name,Invoice Creation Date,Invoice Nett Amount,Subj Description
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,18/06/2012,2078.60,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,18/06/2012,2078.60,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,18/06/2012,2078.60,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,18/06/2012,3685.80,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,18/06/2012,2317.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,18/06/2012,3924.20,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,20/06/2012,99367.80,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,25/06/2012,2078.60,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,25/06/2012,2078.60,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,25/06/2012,2078.60,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,25/06/2012,2078.60,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,25/06/2012,3685.80,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,25/06/2012,6736.80,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,25/06/2012,2317.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Gold Knight Trading Ltd,25/06/2012,3924.20,SUPPORTED HOUSING - PRIVATE
Lambeth,"Housing, Regeneration and Environment",Goodwill Associates Limited,03/04/2012,2500.00,SECURITY WORKS
Lambeth,Adults' and Community Services,Graham House Residential Care Home,25/06/2012,1430.53,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Graham House Residential Care Home,25/06/2012,2272.50,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Office of the Chief Executive/Finance and Resources,Grandseal Ltd,19/06/2012,3087.50,NON DOMESTIC RATEPAYERS REFUNDS
Lambeth,"Housing, Regeneration and Environment",Grays Inn Square Ltd,21/06/2012,1250.00,LEGAL FEES
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012,3282.59,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012838.48,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012,3282.28,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012,3282.28,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012,3282.28,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012,3381.79,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012,3381.79,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012,3249.11,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012,3249.11,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012,3282.28,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012,3282.28,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012,3282.28,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Greater London Fostering,31/05/2012,3289.10,INDEPENDENT FOSTERING
Lambeth,Adults' and Community Services,Greenbushes Nursing Home,25/06/2012,1894.11,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,"Housing, Regeneration and Environment",Greenham,18/06/2012866.14,COMPUTER EQUIPMENT PURCHASE
Lambeth,Children and Young People's Service,Greenhill Jenner Partnership Ltd,13/06/2012,9295.00,CONSULTANT ARCHITECT-FEES
Lambeth,Adults' and Community Services,Greenwich Leisure Limited,11/06/2012,1700.00,GRANTS
Lambeth,Adults' and Community Services,Grove House Residential Care Home,25/06/2012,1991.14,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Children and Young People's Service,Guardian Training Services Ltd,31/05/2012,1257.50,LEGAL FEES
Lambeth,Children and Young People's Service,Guardian Training Services Ltd,31/05/2012565.6,LEGAL FEES
Lambeth,Adults' and Community Services,Guiness Trust Estate,08/06/2012537.8,ACCOMMODATION BASED SERVICES
Lambeth,Adults' and Community Services,Hanbury Court Care Home,25/06/2012,1530.43,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Children and Young People's Service,Hands Free Computing Limited,26/06/2012,1032.00,SOFTWARE PURCHASE
Lambeth,Children and Young People's Service,Harrison Catering Services Ltd,01/06/2012,146279.43,CONTRACT CATERING
Lambeth,Children and Young People's Service,Harrison Catering Services Ltd,06/06/2012,148974.98,CONTRACT CATERING
Lambeth,Children and Young People's Service,Harrison Catering Services Ltd,07/06/2012737.23,SCHOOL TRANSFER PAYMENT
Lambeth,Children and Young People's Service,Harrison Catering Services Ltd,26/06/2012,152299.89,CONTRACT CATERING
Lambeth,Children and Young People's Service,Harrison Catering Services Ltd,31/05/2012,118026.66,CONTRACT CATERING
Lambeth,Adults' and Community Services,Hayes Court,25/06/2012,1391.35,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,Hazeldene Ltd,13/06/2012,4346.12,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Hazeldene Ltd,13/06/2012,4032.40,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,HC One of a Kind,25/06/2012,1210.89,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,HC One of a Kind,25/06/2012,1744.80,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,HC One of a Kind,25/06/2012,1276.50,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,HC One of a Kind,25/06/2012,1398.43,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,HC One of a Kind,25/06/2012,2220.81,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,HC One of a Kind,25/06/2012,2177.27,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,HC One of a Kind,25/06/2012,2067.00,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,HC One of a Kind,25/06/2012,1497.98,NURSING CARE - RNCC - OTHER PCTS
Lambeth,Adults' and Community Services,HC One of a Kind,25/06/2012,1212.85,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,Healthcare & Transport Services,28/05/2012,1492.50,TRAVEL EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Healthcare & Transport Services,11/06/2012,3383.65,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Healthcare & Transport Services,22/06/2012,2779.65,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Healthcare & Transport Services,22/06/2012686.9,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Heath Farm Family Services,08/06/2012,7961.40,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Heath Farm Family Services,08/06/2012,3634.20,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Heath Farm Family Services,14/06/2012,3634.20,INDEPENDENT FOSTERING
Lambeth,Adults' and Community Services,Heavy Pencil Training Ltd,19/06/2012,2000.00,NON QUALIFICATION TRAINING - EXTERNAL
Lambeth,Adults' and Community Services,Hereson House Ltd,13/06/2012,4185.64,SUPPORTED HOUSING - PRIVATE
Lambeth,"Housing, Regeneration and Environment",Hertel (UK) Ltd,15/06/2012,14647.22,PLANNED MAINTENANCE CONSTRUCTION/WORKS
Lambeth,Adults' and Community Services,Hestia Housing And Support,08/06/2012,11500.32,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Hexagon Housing Association Ltd,08/06/2012714.27,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Hexagon Housing Association Ltd,25/06/2012738.94,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Hexagon Housing Association Ltd,25/06/2012738.94,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Office of the Chief Executive/Finance and Resources,Heywood Limited,15/05/2012,6775.67,SOFTWARE MAINTENANCE
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,12/06/2012707.14,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,12/06/2012707.14,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,12/06/2012897.85,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,12/06/2012707.14,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,12/06/2012707.14,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,12/06/2012897.85,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,12/06/2012897.85,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,12/06/2012897.85,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,Hi Life Properties Ltd,15/06/2012707.14,PRIVATE RESIDENTIAL HOMES
Lambeth,Adults' and Community Services,High View Care Services Ltd,25/06/2012,5571.43,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,19/06/2012,3456.81,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,19/06/2012,3456.81,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,19/06/2012,3456.81,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,19/06/2012,3751.75,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,19/06/2012,3751.75,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,23/05/2012,3345.30,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,25/05/2012,3630.73,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Hillcrest Care Ltd,31/05/2012,1605.19,INDEPENDENT FOSTERING
Lambeth,Adults' and Community Services,Hilldales Residential Care Homes,25/06/2012,4071.43,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,01/06/2012597.8,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,01/06/2012766.16,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,13/06/2012681.47,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,13/06/2012914.6,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,13/06/2012786.09,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,13/06/2012681.47,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,13/06/2012613.58,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,13/06/2012555.39,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,13/06/2012,1270.00,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,13/06/2012579.96,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,18/06/2012,1975.28,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,18/06/2012729.31,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,18/06/2012800.68,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,20/06/2012961.16,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,20/06/2012,1089.16,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,20/06/2012748.11,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Holistic Community Care Ltd,25/06/2012705.28,DOMICILIARY CARE PRIVATE SPOT
Lambeth,"Housing, Regeneration and Environment",Holland Rise And Whitebeam Close Tmo,22/06/2012,61133.56,TMO MGT ALLOWANCE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,01/06/2012,2507.14,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,1873.29,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,2391.43,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,1893.21,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012837,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,1674.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,4942.29,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,1080.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,2081.43,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,6642.86,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,1873.29,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,3746.57,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012717.43,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,1170.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,2989.29,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,11/06/2012,3746.57,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,13/06/2012,1735.71,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,13/06/2012,1253.57,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,13/06/2012,2507.14,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,13/06/2012,1674.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,13/06/2012,1755.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,13/06/2012,2590.71,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,18/05/2012,2160.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,28/06/2012,1135.71,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,28/06/2012846,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Holmdene Housing Ltd,28/06/2012,3625.71,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Home Farm Trust Ltd,13/06/2012,4442.32,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Home Farm Trust Ltd,13/06/2012,4442.32,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Home Farm Trust Ltd,27/06/2012,2647.92,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Home Farm Trust Ltd,27/06/2012,4442.32,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Homeleigh,25/06/2012,2205.22,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Children and Young People's Service,Hometrack Data Systems Ltd,13/06/2012,4031.00,LICENSES
Lambeth,Adults' and Community Services,Hooklands Nursing Home,25/06/2012,1209.77,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Hope Worldwide,08/06/2012,2513.80,ACCOMMODATION BASED SERVICES
Lambeth,"Housing, Regeneration and Environment",Hunter & Partners,17/11/2011,37911.45,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Hunter & Partners,19/06/2012,9011.90,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Hunter & Partners,20/06/2012,33526.72,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Hunter & Partners,25/05/2012,17684.97,PLANNED MAINTENANCE CONSULTANTS
Lambeth,"Housing, Regeneration and Environment",Hydrotech Services Ltd,31/05/2012,2853.65,PLANNED MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,Hymans Robertson Consultants & Actuaries,29/06/2012,15402.00,PROFESSIONAL FEES AND CHARGES
Lambeth,Office of the Chief Executive/Finance and Resources,Hymans Robertson Consultants & Actuaries,31/05/2012,11500.00,PROFESSIONAL FEES AND CHARGES
Lambeth,Children and Young People's Service,Hytyme Ltd,06/06/2012,1170.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,08/06/2012,1170.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,08/06/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,08/06/2012,1209.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,08/06/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,08/06/2012936,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,08/06/2012,1519.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,08/06/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,08/06/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,08/06/2012899,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,08/06/2012,1170.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,08/06/2012,2170.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,11/05/2012870,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,11/05/2012,1470.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,11/05/2012,1170.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,12/06/2012899,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Hytyme Ltd,18/06/2012,1092.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,18/06/2012,1170.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,18/06/2012,1209.00,BED & BREAKFAST EXPENSES - CLIENTS
Lambeth,Children and Young People's Service,Hytyme Ltd,18/06/2012,1519.00,SUPPORTED HOUSING - PRIVATE
